signal_date,entry_date,exit_date,symbol,side,decision_price,entry_price,exit_price,return_pct,profit_usd,score,adx,z_dist,trend4h_slope,market_score,sector_score,rs_score,avg_dollar_vol_m,month
2025-04-14,2025-04-15,2025-04-22,CAH,BUY,134.77999877929688,135.55999755859375,133.69000244140625,-1.3794593913143316,-6.897296956571657,0.3346,32.97850536736849,0.78,0.0025,0.0,0.0,1.0,375.7,2025-04
2025-04-14,2025-04-15,2025-04-22,AWK,BUY,148.8300018310547,149.66000366210938,149.25999450683594,-0.267278595139251,-1.336392975696255,0.3294,25.336655259046665,1.15,0.0034,0.0,0.2,1.0,267.9,2025-04
2025-04-14,2025-04-15,2025-04-22,CME,BUY,263.69000244140625,264.1199951171875,265.55999755859375,0.5452076586505065,2.7260382932525324,0.3185,22.93328883501794,0.66,0.0027,0.0,0.4,1.0,873.6,2025-04
2025-04-15,2025-04-16,2025-04-23,CARR,SELL,60.470001220703125,59.47999954223633,58.599998474121094,1.4794907109747906,7.397453554873953,0.5998,21.851166485379167,-0.52,-0.004,1.0,1.0,1.0,341.5,2025-04
2025-04-15,2025-04-16,2025-04-23,AVY,SELL,169.5,169.82000732421875,170.25,-0.25320495656339953,-1.2660247828169977,0.5593,30.89396478789749,-0.68,-0.0033,1.0,1.0,0.5,165.3,2025-04
2025-04-15,2025-04-16,2025-04-23,AIZ,SELL,193.8000030517578,195.17999267578125,191.07000732421875,2.1057411137368507,10.528705568684254,0.5301,25.627692266842594,-0.66,-0.0023,1.0,0.4,1.0,105.5,2025-04
2025-04-15,2025-04-16,2025-04-23,BLK,SELL,888.4400024414062,881.239990234375,892.5399780273438,-1.2822826832862408,-6.411413416431204,0.5075,25.676730224325386,-0.4,-0.0029,1.0,0.4,1.0,1075.6,2025-04
2025-04-15,2025-04-16,2025-04-23,CMG,SELL,48.79999923706055,48.5,48.7599983215332,-0.5360790134705219,-2.6803950673526096,0.4666,23.514624472821634,-0.44,-0.0037,1.0,1.0,0.5,721.2,2025-04
2025-04-15,2025-04-16,2025-04-23,AOS,SELL,63.849998474121094,63.959999084472656,63.810001373291016,0.23451800082663704,1.1725900041331851,0.3462,18.62911871914099,-0.35,-0.0024,1.0,1.0,0.0,106.1,2025-04
2025-04-16,2025-04-17,2025-04-24,AAPL,SELL,194.27000427246094,197.1999969482422,208.3699951171875,-5.664299361970594,-28.321496809852967,0.6854,29.769944918121755,-1.02,-0.005,1.0,1.0,1.0,15909.4,2025-04
2025-04-16,2025-04-17,2025-04-24,BAC,SELL,37.33000183105469,37.5099983215332,39.58000183105469,-5.518537995596674,-27.59268997798337,0.6352,32.13178549181504,-0.76,-0.0047,1.0,0.6,1.0,2428.2,2025-04
2025-04-16,2025-04-17,2025-04-24,CARR,SELL,59.189998626708984,59.7400016784668,60.310001373291016,-0.9541340455463602,-4.7706702277318005,0.62,22.041683626785616,-0.92,-0.0045,1.0,1.0,1.0,338.2,2025-04
2025-04-16,2025-04-17,2025-04-24,C,SELL,62.099998474121094,62.18000030517578,68.16000366210938,-9.617245621717737,-48.086228108588685,0.6167,29.154072337910346,-1.05,-0.0046,1.0,0.6,1.0,1500.6,2025-04
2025-04-16,2025-04-17,2025-04-24,AIZ,SELL,190.32000732421875,191.60000610351562,193.19000244140625,-0.8298519244470162,-4.149259622235081,0.5561,26.03671720301366,-1.05,-0.0027,1.0,0.6,1.0,106.2,2025-04
2025-04-16,2025-04-17,2025-04-24,CHTR,SELL,332.5,335.2099914550781,335.3299865722656,-0.03579699896969828,-0.17898499484849137,0.5473,20.969425611704594,-1.11,-0.0024,1.0,0.8,1.0,525.4,2025-04
2025-04-16,2025-04-17,2025-04-24,BLK,SELL,865.780029296875,871.0499877929688,916.260009765625,-5.190290179236163,-25.951450896180816,0.5464,25.900271167573713,-0.91,-0.0036,1.0,0.6,1.0,1049.2,2025-04
2025-04-16,2025-04-17,2025-04-24,AVY,SELL,168.14999389648438,169.22999572753906,173.6199951171875,-2.594102405294835,-12.970512026474175,0.494,31.567011711412448,-0.86,-0.0037,1.0,1.0,0.0,166.6,2025-04
2025-04-16,2025-04-17,2025-04-24,DG,BUY,89.36000061035156,89.05000305175781,93.80999755859375,5.345305270870485,26.726526354352423,0.4384,31.4350177903647,0.7,0.0038,0.0,0.2,1.0,501.0,2025-04
2025-04-16,2025-04-17,2025-04-24,AXP,SELL,252.9199981689453,252.9499969482422,267.32000732421875,-5.680968788039522,-28.40484394019761,0.4085,25.863289872816186,-0.48,-0.0035,1.0,0.6,0.0,1095.1,2025-04
2025-04-16,2025-04-17,2025-04-24,CMG,SELL,48.08000183105469,48.189998626708984,49.540000915527344,-2.801415910541507,-14.007079552707536,0.4013,23.606702770718805,-0.73,-0.0041,1.0,1.0,0.0,701.9,2025-04
2025-04-16,2025-04-17,2025-04-24,AMCR,SELL,46.25,46.29999923706055,48.29999923706055,-4.319654498825806,-21.59827249412903,0.383,25.473382540186936,-0.58,-0.0024,1.0,1.0,0.0,367.3,2025-04
2025-04-16,2025-04-17,2025-04-24,AOS,SELL,62.86000061035156,62.970001220703125,65.30000305175781,-3.7001775224495868,-18.500887612247933,0.3508,19.119384708062636,-0.79,-0.0032,1.0,1.0,0.0,106.5,2025-04
2025-04-16,2025-04-17,2025-04-24,AMP,SELL,463.2200012207031,464.0899963378906,474.0799865722656,-2.1525976239965265,-10.762988119982632,0.328,24.027759421574554,-0.48,-0.0027,1.0,0.6,0.0,292.6,2025-04
