signal_date,entry_date,exit_date,symbol,side,decision_price,entry_price,exit_price,return_pct,profit_usd,score,adx,z_dist,trend4h_slope,market_score,sector_score,rs_score,avg_dollar_vol_m,month
2025-04-17,2025-04-21,2025-04-25,AVGO,SELL,170.99000549316406,166.99000549316406,192.30999755859375,-15.162579335603526,-75.81289667801764,0.4076,21.694300203175118,-0.43,-0.0042,1.0,1.0,0.0,6556.9,2025-04
2025-04-21,2025-04-22,2025-04-28,BKR,SELL,37.79999923706055,37.880001068115234,36.209999084472656,4.408664035250702,22.04332017625351,0.4778,25.28634172573117,-1.01,-0.0038,0.8,1.0,0.0,365.5,2025-04
2025-04-21,2025-04-22,2025-04-28,AMP,SELL,451.1499938964844,459.2900085449219,468.3800048828125,-1.9791408845771914,-9.895704422885958,0.3648,24.189375279050495,-0.96,-0.0038,0.8,0.8,0.0,267.6,2025-04
2025-04-21,2025-04-22,2025-04-28,DXCM,SELL,66.11000061035156,67.08999633789062,71.18000030517578,-6.096294813739962,-30.481474068699807,0.3542,21.420658278585297,-0.68,-0.0046,0.8,0.8,0.0,323.9,2025-04
2025-04-23,2025-04-24,2025-04-30,AVY,SELL,170.25,169.0,171.11000061035156,-1.2485210712139423,-6.242605356069712,0.5083,29.791304940725464,-0.38,-0.0024,1.0,1.0,1.0,173.6,2025-04
2025-04-25,2025-04-28,2025-05-02,AMP,SELL,465.94000244140625,466.4100036621094,484.4800109863281,-3.874275247601585,-19.371376238007926,0.4422,20.7063660351088,-0.22,-0.0023,0.8,0.6,1.0,288.0,2025-04
2025-04-30,2025-05-01,2025-05-07,COP,SELL,89.12000274658203,88.43000030517578,87.70999908447266,0.8142047022711404,4.071023511355702,0.3052,17.858495908617115,-0.6,-0.003,0.8,1.0,0.0,789.0,2025-04
2025-05-01,2025-05-02,2025-05-08,AVY,SELL,169.41000366210938,172.58999633789062,173.02000427246094,-0.24914997606724443,-1.2457498803362221,0.4132,24.199329391463305,-0.47,-0.0026,0.6,0.8,1.0,193.3,2025-05
2025-05-01,2025-05-02,2025-05-08,CMCSA,SELL,31.69634437561035,31.865041732788086,32.07122802734375,-0.6470611157038125,-3.2353055785190623,0.3484,24.784526453167537,-0.46,-0.0027,0.6,0.2,1.0,976.5,2025-05
2025-05-01,2025-05-02,2025-05-08,CLX,SELL,138.5399932861328,139.6999969482422,137.80999755859375,1.3528986620870638,6.764493310435319,0.3093,21.919643670048256,-0.63,-0.0023,0.6,0.4,0.5,208.2,2025-05
2025-05-05,2025-05-06,2025-05-12,CHRW,SELL,89.94000244140625,89.01000213623047,95.94999694824219,-7.796870739751253,-38.984353698756266,0.4119,22.97296887505314,-0.54,-0.0037,0.4,0.4,1.0,135.0,2025-05
2025-05-06,2025-05-07,2025-05-13,APD,SELL,267.6199951171875,267.6400146484375,273.6400146484375,-2.2418172439130184,-11.209086219565092,0.4679,35.790794170317035,-0.47,-0.0033,0.4,0.6,1.0,395.6,2025-05
2025-05-06,2025-05-07,2025-05-13,BXP,SELL,63.97999954223633,64.44999694824219,66.04000091552734,-2.4670349768395483,-12.335174884197741,0.3841,18.793441565707464,-0.21,-0.003,0.4,0.4,1.0,104.6,2025-05
2025-05-06,2025-05-07,2025-05-13,AMCR,SELL,45.900001525878906,45.95000076293945,45.849998474121094,0.2176328338584388,1.088164169292194,0.3616,20.292655012119685,-0.72,-0.0025,0.4,0.6,1.0,503.3,2025-05
2025-05-06,2025-05-07,2025-05-13,BAX,SELL,29.93000030517578,29.989999771118164,31.149999618530273,-3.867955506052541,-19.339777530262705,0.3338,19.943527326064522,-0.37,-0.0026,0.4,0.8,0.5,153.1,2025-05
2025-05-07,2025-05-08,2025-05-14,BXP,SELL,64.05000305175781,64.41000366210938,66.11000061035156,-2.6393368290432946,-13.196684145216473,0.4169,18.230338772887084,-0.17,-0.0031,0.4,0.4,1.0,103.3,2025-05
2025-05-08,2025-05-09,2025-05-15,CMCSA,SELL,32.07122802734375,32.183692932128906,33.11152648925781,-2.8829306788552294,-14.414653394276145,0.413,23.445927217316658,-0.13,-0.0024,0.4,0.2,1.0,863.1,2025-05
2025-05-08,2025-05-09,2025-05-15,BXP,SELL,63.540000915527344,63.720001220703125,66.9800033569336,-5.116136336750836,-25.58068168375418,0.3512,17.92169944059152,-0.37,-0.0032,0.4,0.4,1.0,100.1,2025-05
2025-05-09,2025-05-12,2025-05-16,AMCR,SELL,45.599998474121094,46.25,47.20000076293945,-2.0540557036528715,-10.270278518264357,0.3804,22.034020164098838,-0.8,-0.0029,0.4,0.4,1.0,478.9,2025-05
2025-05-13,2025-05-14,2025-05-20,AMCR,SELL,45.849998474121094,45.75,46.5,-1.639344262295082,-8.196721311475411,0.3467,20.609588985192296,-0.55,-0.0025,0.4,0.4,1.0,457.9,2025-05
2025-05-15,2025-05-16,2025-05-22,COR,BUY,285.9700012207031,285.760009765625,290.1099853515625,1.5222478433932265,7.6112392169661325,0.3433,23.474946156932297,0.18,0.003,0.4,0.0,0.5,555.8,2025-05
2025-05-16,2025-05-19,2025-05-23,DG,BUY,93.55000305175781,93.63999938964844,101.38999938964844,8.27637767034921,41.38188835174605,0.3232,20.481382342715563,0.85,0.0037,0.4,0.4,0.5,320.8,2025-05
2025-05-21,2025-05-22,2025-05-29,AMGN,SELL,271.3399963378906,271.3399963378906,283.5400085449219,-4.49620858394904,-22.481042919745203,0.4272,37.00712729441856,-0.66,-0.0028,0.4,0.8,0.5,802.7,2025-05
2025-05-22,2025-05-23,2025-05-30,CDW,BUY,183.3800048828125,178.50999450683594,180.36000061035156,1.0363599576744036,5.181799788372018,0.4612,36.46139463263206,1.24,0.0023,0.6,0.8,0.0,243.8,2025-05
2025-05-27,2025-05-28,2025-06-03,CARR,BUY,72.33000183105469,72.43000030517578,70.80000305175781,-2.2504449075661412,-11.252224537830704,0.4749,33.06650495638016,0.88,0.0032,0.6,0.8,0.0,425.8,2025-05
2025-05-27,2025-05-28,2025-06-03,CDW,BUY,185.72000122070312,185.5399932861328,179.35000610351562,-3.336201038377328,-16.68100519188664,0.4687,33.96531177681886,1.48,0.0022,0.6,0.8,0.0,248.7,2025-05
2025-05-27,2025-05-28,2025-06-03,C,BUY,75.47000122070312,75.56999969482422,76.52999877929688,1.2703441687831667,6.351720843915833,0.4427,24.468771373616903,1.46,0.0023,0.6,0.8,0.5,876.8,2025-05
2025-05-28,2025-05-29,2025-06-04,APD,SELL,271.760009765625,272.30999755859375,280.2099914550781,-2.901103142489107,-14.505515712445536,0.4215,22.676855193864537,-0.11,-0.0023,0.2,0.4,1.0,336.4,2025-05
2025-06-02,2025-06-03,2025-06-09,ADSK,BUY,295.260009765625,295.1199951171875,297.2099914550781,0.7081852712354242,3.540926356177121,0.3998,31.309350871107416,0.7,0.0027,0.6,0.6,0.0,493.1,2025-06
2025-06-03,2025-06-04,2025-06-10,APTV,BUY,66.88999938964844,66.19000244140625,70.37000274658203,6.315153574553902,31.575767872769507,0.5512,33.81448260573614,0.92,0.0035,0.6,0.8,0.5,145.7,2025-06
2025-06-03,2025-06-04,2025-06-10,COIN,BUY,258.9100036621094,257.5199890136719,254.94000244140625,-1.0018587613906167,-5.0092938069530835,0.51,24.314539052871755,1.27,0.0057,0.6,0.8,0.0,3938.2,2025-06
2025-06-03,2025-06-04,2025-06-10,DELL,BUY,111.9000015258789,112.87000274658203,113.25,0.3366680642961852,1.683340321480926,0.4008,20.900936799786127,1.05,0.0033,0.6,0.6,0.0,728.5,2025-06
2025-06-05,2025-06-06,2025-06-12,CINF,BUY,149.8699951171875,151.0,148.25,-1.8211920529801324,-9.105960264900663,0.4269,21.15847228218244,0.69,0.0027,0.8,0.8,0.5,77.4,2025-06
2025-06-06,2025-06-09,2025-06-13,APTV,BUY,66.63999938964844,66.63999938964844,67.25,0.915367070736074,4.57683535368037,0.3703,29.3330959912659,0.7,0.0032,0.8,0.8,0.0,144.8,2025-06
2025-06-09,2025-06-10,2025-06-16,COIN,BUY,256.6300048828125,258.8800048828125,261.57000732421875,1.0390923944179993,5.195461972089996,0.4787,19.631054764380305,0.86,0.0054,0.8,0.8,0.0,3926.5,2025-06
2025-06-09,2025-06-10,2025-06-16,ADSK,BUY,297.2099914550781,298.4100036621094,299.29998779296875,0.29824205621038996,1.4912102810519499,0.3909,29.469563660982324,0.62,0.0028,0.8,0.8,0.0,511.5,2025-06
2025-06-09,2025-06-10,2025-06-16,CARR,BUY,71.6500015258789,72.0,71.04000091552734,-1.3333320617675781,-6.666660308837891,0.3116,23.729742102682458,0.46,0.0025,0.8,0.8,0.0,356.6,2025-06
2025-06-11,2025-06-12,2025-06-18,DVA,SELL,138.1699981689453,138.13999938964844,135.7899932861328,1.7011771491955887,8.505885745977944,0.341,18.56281889286894,-0.27,-0.0026,0.0,0.8,1.0,105.8,2025-06
2025-06-12,2025-06-13,2025-06-20,DDOG,BUY,122.68000030517578,120.54000091552734,127.5,5.774016120466202,28.87008060233101,0.5401,25.121059422474417,1.59,0.0024,0.8,0.8,1.0,503.7,2025-06
2025-06-16,2025-06-17,2025-06-24,CCL,BUY,23.84000015258789,23.639999389648438,25.700000762939453,8.714050027399983,43.57025013699992,0.508,29.709316508366037,0.9,0.0031,0.8,0.8,0.5,494.7,2025-06
2025-06-16,2025-06-17,2025-06-24,COF,BUY,197.6199951171875,195.89999389648438,206.36000061035156,5.33946250115473,26.69731250577365,0.4591,18.242541512268577,0.68,0.0032,0.8,0.8,1.0,867.9,2025-06
2025-06-18,2025-06-20,2025-06-26,CCL,BUY,23.610000610351562,23.780000686645508,26.170000076293945,10.050459716725852,50.252298583629255,0.4168,27.570578905847125,0.55,0.0037,0.8,0.8,0.5,502.8,2025-06
2025-06-18,2025-06-20,2025-06-26,COF,BUY,197.1699981689453,198.82000732421875,210.50999450683594,5.87968350868942,29.398417543447103,0.4048,17.86147646911113,0.55,0.003,0.8,0.8,1.0,829.5,2025-06
2025-06-18,2025-06-20,2025-06-26,BAC,BUY,45.060001373291016,45.310001373291016,47.459999084472656,4.74508418896011,23.72542094480055,0.3975,18.044338304854225,1.1,0.0022,0.8,0.8,1.0,1618.9,2025-06
2025-06-24,2025-06-25,2025-07-01,CSX,BUY,32.47999954223633,32.459999084472656,33.470001220703125,3.1115285419512118,15.55764270975606,0.4834,34.091545328321885,1.16,0.0022,0.8,0.8,1.0,508.9,2025-06
2025-06-24,2025-06-25,2025-07-01,APTV,BUY,68.44999694824219,68.36000061035156,71.66999816894531,4.842009258397412,24.21004629198706,0.3943,20.46833368753557,0.69,0.0031,0.8,0.8,0.5,161.9,2025-06
2025-06-26,2025-06-27,2025-07-03,AMZN,BUY,217.1199951171875,219.9199981689453,223.41000366210938,1.5869432167251094,7.934716083625547,0.4234,20.40295040525255,1.31,0.0026,0.8,0.8,1.0,8228.8,2025-06
2025-06-26,2025-06-27,2025-07-03,CVS,BUY,68.13999938964844,67.98999786376953,67.43000030517578,-0.8236469718910834,-4.118234859455416,0.3949,20.62035182803641,1.47,0.003,0.8,0.0,1.0,481.9,2025-06
2025-06-30,2025-07-01,2025-07-08,ADM,BUY,52.779998779296875,52.68000030517578,54.54999923706055,3.549732196377833,17.748660981889167,0.4356,24.93423408374036,1.13,0.0031,0.8,0.4,0.5,221.4,2025-06
2025-07-01,2025-07-02,2025-07-09,CSGP,BUY,81.91000366210938,81.56999969482422,84.5,3.5920072528352547,17.960036264176274,0.3145,19.66387498314035,1.22,0.0021,0.8,0.2,0.5,238.9,2025-07
2025-07-03,2025-07-07,2025-07-11,CIEN,BUY,81.37999725341797,80.80999755859375,77.75,-3.786657160056224,-18.93328580028112,0.5062,20.03910698084908,1.26,0.0041,0.8,0.8,0.5,219.3,2025-07
2025-07-03,2025-07-07,2025-07-11,CVS,BUY,67.43000030517578,67.19999694824219,64.77999877929688,-3.6011879149476878,-18.005939574738438,0.3495,23.156477328937118,0.47,0.0033,0.8,0.4,0.0,455.2,2025-07
2025-07-08,2025-07-09,2025-07-15,CSGP,BUY,82.83000183105469,82.83000183105469,84.08999633789062,1.5211813098904694,7.605906549452348,0.4067,22.12259994352143,1.37,0.0027,0.8,0.2,1.0,230.6,2025-07
2025-07-09,2025-07-10,2025-07-16,CIEN,BUY,79.33000183105469,79.73999786376953,84.12000274658203,5.492858038816914,27.46429019408457,0.3264,17.3549091981588,0.36,0.0033,0.8,0.8,0.0,178.1,2025-07
2025-07-16,2025-07-17,2025-07-23,ADM,BUY,54.0,53.06999969482422,56.220001220703125,5.935559721109472,29.67779860554736,0.3887,24.371409525910625,0.49,0.0035,0.8,0.2,0.5,214.0,2025-07
2025-07-25,2025-07-28,2025-08-01,DD,BUY,95.1087875366211,95.17154693603516,87.7907943725586,-7.755209199696175,-38.776045998480875,0.4733,28.130591314679627,1.09,0.0026,0.8,0.8,0.0,192.6,2025-07
2025-07-25,2025-07-28,2025-08-01,DAL,BUY,54.86000061035156,54.9900016784668,51.150001525878906,-6.98308789848896,-34.9154394924448,0.4487,19.841848727693748,0.59,0.0039,0.8,0.8,0.0,665.6,2025-07
2025-07-28,2025-07-29,2025-08-04,DAL,BUY,55.61000061035156,55.970001220703125,52.52000045776367,-6.16401766606235,-30.820088330311744,0.4365,19.431262310037557,0.94,0.0038,0.8,0.8,0.0,658.5,2025-07
2025-07-28,2025-07-29,2025-08-04,BAX,SELL,28.520000457763672,28.3700008392334,22.440000534057617,20.902362107000975,104.51181053500488,0.3208,18.95767758154356,-0.57,-0.0027,0.0,0.4,1.0,145.6,2025-07
2025-07-29,2025-07-30,2025-08-05,CNP,BUY,38.290000915527344,38.290000915527344,38.93000030517578,1.671453053919634,8.35726526959817,0.4817,17.231508466995372,1.74,0.0025,0.8,0.8,1.0,215.2,2025-07
2025-07-29,2025-07-30,2025-08-05,D,BUY,58.65999984741211,58.650001525878906,61.08000183105469,4.143222918934726,20.71611459467363,0.4569,20.635451365550384,1.09,0.0022,0.8,0.8,1.0,238.2,2025-07
2025-07-29,2025-07-30,2025-08-05,DLR,BUY,178.3000030517578,178.8800048828125,172.1699981689453,-3.751121718865691,-18.755608594328454,0.4408,21.54393941083679,0.82,0.0026,0.8,0.6,1.0,264.1,2025-07
2025-07-29,2025-07-30,2025-08-05,AMGN,BUY,303.55999755859375,304.3299865722656,300.0799865722656,-1.396510428653012,-6.9825521432650595,0.4148,18.309067918561883,0.81,0.0021,0.8,0.2,1.0,562.2,2025-07
2025-07-31,2025-08-01,2025-08-07,AOS,BUY,70.79000091552734,70.5,70.62000274658203,0.17021666181848405,0.8510833090924202,0.401,30.429984438654145,0.55,0.0024,0.8,0.8,0.0,121.1,2025-07
2025-07-31,2025-08-01,2025-08-07,D,BUY,58.45000076293945,59.08000183105469,61.7400016784668,4.502369270432069,22.51184635216034,0.3761,20.594221820514722,0.75,0.0021,0.8,0.8,0.5,238.2,2025-07
2025-08-01,2025-08-04,2025-08-08,AZO,BUY,3858.860107421875,3870.610107421875,4035.159912109375,4.251262723981849,21.256313619909246,0.449,21.909756526406962,1.1,0.0023,0.8,0.6,1.0,439.5,2025-08
2025-08-06,2025-08-07,2025-08-13,CVNA,BUY,70.97799682617188,72.56800079345703,69.9739990234375,-3.5745807265692444,-17.87290363284622,0.6232,21.5065445656686,0.43,0.0094,0.8,0.8,1.0,1140.7,2025-08
2025-08-08,2025-08-11,2025-08-15,AES,BUY,13.119999885559082,13.149999618530273,13.3100004196167,1.2167361652312236,6.083680826156118,0.3799,23.24049909786831,0.38,0.0041,0.8,0.8,0.0,154.7,2025-08
2025-08-11,2025-08-12,2025-08-18,BMY,SELL,45.93000030517578,46.09000015258789,48.189998626708984,-4.556299559923481,-22.781497799617405,0.3106,18.1997444080442,-0.3,-0.0035,0.0,0.8,0.5,619.7,2025-08
2025-08-13,2025-08-14,2025-08-20,CVNA,BUY,69.9739990234375,69.29000091552734,67.72200012207031,-2.2629539222673825,-11.314769611336912,0.4787,19.13515426845283,0.13,0.0072,0.8,0.8,0.0,1157.4,2025-08
2025-08-13,2025-08-14,2025-08-20,CVX,BUY,155.8699951171875,155.6999969482422,153.22000122070312,-1.5928039666972267,-7.964019833486134,0.3178,27.53328475948775,1.05,0.0021,0.8,0.0,0.5,1821.2,2025-08
2025-08-14,2025-08-15,2025-08-21,AKAM,SELL,74.2699966430664,74.69000244140625,76.31999969482422,-2.1823499801016735,-10.911749900508367,0.3893,25.26395189905664,-0.6,-0.0034,0.0,0.0,1.0,166.0,2025-08
2025-08-15,2025-08-18,2025-08-22,CVNA,BUY,69.99800109863281,70.0999984741211,71.56199645996094,2.0855891835426665,10.427945917713332,0.4728,18.141332245094137,0.16,0.007,0.8,0.8,0.0,1144.8,2025-08
2025-08-15,2025-08-18,2025-08-22,AES,BUY,13.3100004196167,13.350000381469727,13.489999771118164,1.0486845366893145,5.243422683446572,0.4089,22.17644783054704,0.7,0.0042,0.8,0.8,0.5,133.1,2025-08
2025-08-15,2025-08-18,2025-08-22,AKAM,SELL,74.41999816894531,74.45999908447266,77.63999938964844,-4.2707498580119045,-21.353749290059522,0.3424,24.12512029726052,-0.5,-0.003,0.0,0.0,1.0,167.7,2025-08
2025-08-18,2025-08-19,2025-08-25,AXON,BUY,791.6199951171875,779.8300170898438,763.52001953125,-2.0914811178286157,-10.457405589143079,0.4753,22.44339754236537,0.38,0.0036,0.8,0.8,1.0,637.4,2025-08
2025-08-18,2025-08-19,2025-08-25,DVA,SELL,133.25,133.9499969482422,137.3300018310547,-2.523333303335962,-12.61666651667981,0.3467,20.602798473075126,-0.85,-0.0027,0.0,0.4,1.0,126.7,2025-08
2025-08-18,2025-08-19,2025-08-25,BXP,SELL,65.16000366210938,65.5999984741211,69.68000030517578,-6.2195151310319465,-31.097575655159734,0.3346,25.719812403720493,-0.65,-0.0022,0.0,0.8,0.5,117.4,2025-08
2025-08-21,2025-08-22,2025-08-28,ALB,BUY,78.94000244140625,77.33000183105469,84.91999816894531,9.815073268034743,49.07536634017371,0.6179,23.501002409619954,0.57,0.0057,0.8,0.8,1.0,390.0,2025-08
2025-08-22,2025-08-25,2025-08-29,ALB,BUY,81.33999633789062,80.7300033569336,84.91999816894531,5.190133330586386,25.950666652931933,0.6309,23.273101085227534,1.02,0.0061,0.8,0.8,1.0,379.2,2025-08
2025-08-22,2025-08-25,2025-08-29,AES,BUY,13.489999771118164,13.40999984741211,13.539999961853027,0.9694266660711832,4.847133330355916,0.5119,22.127407857032857,0.9,0.0042,0.8,0.8,1.0,123.3,2025-08
2025-08-22,2025-08-25,2025-08-29,AMZN,BUY,228.83999633789062,227.35000610351562,229.0,0.7257505397792291,3.628752698896146,0.3497,17.190562719123836,0.69,0.0022,0.8,0.8,0.5,10580.8,2025-08
2025-08-26,2025-08-27,2025-09-03,CINF,BUY,153.58999633789062,153.0399932861328,153.52999877929688,0.3201813347233482,1.600906673616741,0.3535,17.882263318645204,0.63,0.0022,0.8,0.8,0.5,84.6,2025-08
